hs6,cg_pre,cg_post,gr_pre,gr_post,cg_change,gr_change
854330,189452.02533333332,189992.27566666668,11990.059000000001,20044.913,0.0028475739358597707,0.5138640038331719
854390,467511.5883333334,515753.55833333335,10793.453333333333,154108.17,0.09820471489129545,2.658628825413615
854411,199394.56500000003,202258.72233333334,1636.7883333333332,9165.284333333335,0.014262010097407796,1.7221852515919673
854419,12283.997333333333,13201.26,328.4433333333333,2821.222,0.07200923815218019,2.1478754355216108
854420,158711.156,159066.24966666667,33921.30233333333,30741.539999999997,0.0022348447264253224,-0.09842532081937883
854430,612156.5586666666,608494.9863333333,20707.871666666662,16818.782666666666,-0.0059993817750800815,-0.20800645805096885
854449,973111.0313333333,1045020.1576666665,111555.36466666666,136498.88866666667,0.07129319509055598,0.2017938231186669
854460,249605.24666666667,282545.474,3778.328,11189.596,0.12395838389925551,1.085527566697026
854470,136993.31666666668,139601.63466666665,34844.030666666666,33891.41833333333,0.018860622337854238,-0.027719193588907842
854519,77969.07466666667,83678.23166666667,119698.183,228799.05366666664,0.0706657235164343,0.647866706918915
854520,61732.087999999996,56760.44966666666,1895.5349999999999,3391.3896666666665,-0.0839626672017193,0.581506052451024
854590,28657.337,25497.683,1494.6683333333333,1744.7276666666667,-0.11681759182258133,0.15459831703336224
854710,55938.818999999996,73907.04633333333,3300.246333333333,19151.75,0.278545251239235,1.7581462345116794
854720,516188.34599999996,484429.13066666666,7882.514333333333,10679.745,-0.06350043600306776,0.3036688018163556
854790,79552.51033333332,63049.58466666667,2355.741666666667,15458.214,-0.2324925457617688,1.8809251856421332
860110,8237.083333333334,2056.2543333333333,44.18366666666666,897.3803333333332,-1.3873954658133654,2.98985784781497
860120,35.184333333333335,2556.0726666666665,92.708,0.0,4.257992149299316,-4.540183564468538
860210,50234.87333333333,35555.58733333334,1610.684,3859.764,-0.3456039429340123,0.8735854962614109
860290,24728.446666666667,20111.573999999997,498.969,467.0235,-0.20664951468420156,-0.0660275881679162
860310,163657.67799999999,13577.159333333331,709.7895000000001,0.0,-2.4893204568650713,-6.5663763240836
860390,192.70466666666667,32374.004,135.67000000000002,0.0,5.1188072601923595,-4.917569260976709
860400,40756.543333333335,41103.42533333334,76.39833333333333,315.61650000000003,0.008474853019706075,1.4087260151211334
860500,74383.84566666668,524.3093333333333,1983.7053333333333,0.0,-4.953020217371204,-7.593225735418532
860692,2.493,674.0706666666666,570.8143333333334,3461.155,5.264056410926102,1.8008321599283335
860711,59502.65866666666,9661.069666666666,116.00733333333334,263.0505,-1.8178299243735747,0.8139037618356646
860712,12491.320666666667,3874.8986666666665,2611.751333333333,280.0216666666667,-1.1703365589574357,-2.229727323855885
860719,195369.39766666666,251806.75599999996,141356.09,156429.84133333332,0.2537686913042876,0.10132476183569139
860721,151798.10433333332,142972.24399999998,1511.1203333333335,1989.0033333333333,-0.05990045677820177,0.2746234536483749
860729,16114.617666666667,16325.629,23.138,267.68466666666666,0.01300861257698216,2.40975108691719
860730,54484.055666666674,37676.051666666666,4756.018333333333,17399.729000000003,-0.3688752561078772,1.2968910304822643
